0	46	2	1	2	1	47	2163	185	2041	43	2021	4	2	false	true	[2409.2735413682176, 903.0260869565217, 41539.2; 3285.191458513526, 837.2838031533684, 19970.76923076923; 2542.678276583235, 885.6602006688962, 20769.6; 2542.678276583235, 885.6602006688962, 20769.6; ]	[0, []; 1, []; 2, []; 3, []; 4, []; 5, []; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [5a3e7bcc-40c3-4e90-973e-4f2179acb3a4, 65ce500e-0360-44bb-a43b-f1b59bd6a875, ]; 42, []; 43, []; 44, []; 45, []; ]; [0, []; 1, []; 2, []; 3, []; 4, []; 5, [5a3e7bcc-40c3-4e90-973e-4f2179acb3a4, ]; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, [65ce500e-0360-44bb-a43b-f1b59bd6a875, ]; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, []; 42, []; 43, []; 44, []; 45, []; ]; [0, []; 1, []; 2, []; 3, []; 4, []; 5, [65ce500e-0360-44bb-a43b-f1b59bd6a875, ]; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [5a3e7bcc-40c3-4e90-973e-4f2179acb3a4, ]; 42, []; 43, []; 44, []; 45, []; ]; [0, []; 1, []; 2, []; 3, []; 4, []; 5, [5a3e7bcc-40c3-4e90-973e-4f2179acb3a4, ]; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [65ce500e-0360-44bb-a43b-f1b59bd6a875, ]; 42, []; 43, []; 44, []; 45, []; ]; ]
1	46	2	1	2	0	47	2163	185	2041	43	2021	3	0	false	true	[2923.652387438592, 1095.821739130435, 50407.8; 3986.516794913083, 1016.0466435738174, 24236.53846153846; 3085.5254834837033, 1074.75, 25206.0; ]	[0, []; 1, []; 2, []; 3, []; 4, []; 5, []; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [4bff21d2-b087-48c7-bd4a-17a66ecd76fa, 8d58c358-fc8e-41e6-adca-025ee5c44558, ]; 42, []; 43, []; 44, []; 45, []; ]; [0, []; 1, []; 2, []; 3, []; 4, []; 5, [4bff21d2-b087-48c7-bd4a-17a66ecd76fa, ]; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, [8d58c358-fc8e-41e6-adca-025ee5c44558, ]; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, []; 42, []; 43, []; 44, []; 45, []; ]; [0, []; 1, []; 2, []; 3, []; 4, []; 5, [8d58c358-fc8e-41e6-adca-025ee5c44558, ]; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [4bff21d2-b087-48c7-bd4a-17a66ecd76fa, ]; 42, []; 43, []; 44, []; 45, []; ]; ]
2	46	1	1	1	0	47	47	47	43	0	0	2	0	false	true	[1503.3600072220672, 563.4782608695652, 25920.0; 1669.8461618680124, 541.8060200668896, 24923.076923076922; ]	[0, []; 1, []; 2, []; 3, []; 4, []; 5, []; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [9618e871-3f1d-451a-9c08-fe391600d97c, ]; 42, []; 43, []; 44, []; 45, []; ]; [0, []; 1, []; 2, []; 3, []; 4, []; 5, [9618e871-3f1d-451a-9c08-fe391600d97c, ]; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, []; 42, []; 43, []; 44, []; 45, []; ]; ]
3	46	1	1	1	0	47	47	47	43	0	0	2	0	false	true	[1503.4295823368193, 563.5043478260869, 25921.2; 1669.9234419192123, 541.8311036789298, 24924.23076923077; ]	[0, []; 1, []; 2, []; 3, []; 4, []; 5, []; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [55a10c25-2e95-4d7a-9eec-b1510d920b48, ]; 42, []; 43, []; 44, []; 45, []; ]; [0, []; 1, []; 2, []; 3, []; 4, []; 5, [55a10c25-2e95-4d7a-9eec-b1510d920b48, ]; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, []; 42, []; 43, []; 44, []; 45, []; ]; ]
4	46	1	1	1	0	47	47	47	43	0	0	2	0	false	true	[1389.041963289805, 520.6304347826087, 23949.0; 1542.8682284551878, 500.60618729096996, 23027.884615384617; ]	[0, []; 1, []; 2, []; 3, []; 4, []; 5, []; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [ab94a465-306b-48b2-a860-c34dae6a1794, ]; 42, []; 43, []; 44, []; 45, []; ]; [0, []; 1, []; 2, []; 3, []; 4, []; 5, [ab94a465-306b-48b2-a860-c34dae6a1794, ]; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, []; 42, []; 43, []; 44, []; 45, []; ]; ]
5	46	1	1	1	0	47	47	47	43	0	0	2	0	false	true	[1503.3600072220672, 563.4782608695652, 25920.0; 1669.8461618680124, 541.8060200668896, 24923.076923076922; ]	[0, []; 1, []; 2, []; 3, []; 4, []; 5, []; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [70f51b9b-c160-4ca5-a642-7f8b1921617c, ]; 42, []; 43, []; 44, []; 45, []; ]; [0, []; 1, []; 2, []; 3, []; 4, []; 5, [70f51b9b-c160-4ca5-a642-7f8b1921617c, ]; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, []; 42, []; 43, []; 44, []; 45, []; ]; ]
6	46	1	1	1	0	47	47	47	43	0	0	2	0	false	true	[641.642386161664, 240.49565217391302, 11062.8; 712.6996000137847, 231.2458193979933, 10637.307692307691; ]	[0, []; 1, []; 2, []; 3, []; 4, []; 5, []; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [fae9304a-c091-4dfa-a197-4abe7b6034ae, ]; 42, []; 43, []; 44, []; 45, []; ]; [0, []; 1, []; 2, []; 3, []; 4, []; 5, [fae9304a-c091-4dfa-a197-4abe7b6034ae, ]; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, []; 42, []; 43, []; 44, []; 45, []; ]; ]
7	46	2	1	1	0	47	2163	185	2043	43	2021	2	0	false	true	[1503.3947461255168, 563.491304347826, 25920.6; 1572.7640240858977, 554.4612040133779, 15120.6; ]	[0, []; 1, []; 2, []; 3, []; 4, []; 5, []; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [563d89f0-95a8-4ae4-84ae-2b0a2d32a7b6, 07a2d8c5-2b58-438a-9aed-83211e36fabf, ]; 42, []; 43, []; 44, []; 45, []; ]; [0, []; 1, []; 2, []; 3, []; 4, []; 5, [563d89f0-95a8-4ae4-84ae-2b0a2d32a7b6, ]; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [07a2d8c5-2b58-438a-9aed-83211e36fabf, ]; 42, []; 43, []; 44, []; 45, []; ]; ]
8	46	1	1	1	0	47	47	47	43	0	0	2	0	false	true	[288.491996971008, 108.1304347826087, 4974.0; 320.44038125095386, 103.97157190635451, 4782.692307692308; ]	[0, []; 1, []; 2, []; 3, []; 4, []; 5, []; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [5bd4d140-ba43-44c4-9b39-c6652838d319, ]; 42, []; 43, []; 44, []; 45, []; ]; [0, []; 1, []; 2, []; 3, []; 4, []; 5, [5bd4d140-ba43-44c4-9b39-c6652838d319, ]; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, []; 42, []; 43, []; 44, []; 45, []; ]; ]
9	46	1	1	1	0	47	47	47	43	0	0	2	0	false	true	[1283.7024176275456, 481.1478260869565, 22132.8; 1425.8630965027446, 462.6421404682274, 21281.53846153846; ]	[0, []; 1, []; 2, []; 3, []; 4, []; 5, []; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, [bacd8aa2-5043-48f1-afb6-3986a77497fc, ]; 42, []; 43, []; 44, []; 45, []; ]; [0, []; 1, []; 2, []; 3, []; 4, []; 5, [bacd8aa2-5043-48f1-afb6-3986a77497fc, ]; 6, []; 7, []; 8, []; 9, []; 10, []; 11, []; 12, []; 13, []; 14, []; 15, []; 16, []; 17, []; 18, []; 19, []; 20, []; 21, []; 22, []; 23, []; 24, []; 25, []; 26, []; 27, []; 28, []; 29, []; 30, []; 31, []; 32, []; 33, []; 34, []; 35, []; 36, []; 37, []; 38, []; 39, []; 40, []; 41, []; 42, []; 43, []; 44, []; 45, []; ]; ]
